Id,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
523,5000,0,399,0,605,1004,1004,660,0,1664,0,0,2,0,3,420,0,24,36,0,0,0,159000
524,40094,762,2260,0,878,3138,3138,1538,0,4676,1,0,3,1,3,884,208,406,0,0,0,0,184750
525,11787,594,719,0,660,1379,1383,1015,0,2398,1,0,2,1,3,834,239,60,0,0,0,0,315750
526,7500,0,0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,453,38,144,0,0,0,0,176000
527,13300,0,377,0,551,928,928,0,0,928,0,0,1,0,2,252,261,0,156,0,0,0,132000
528,14948,268,1330,0,122,1452,1476,1237,0,2713,1,0,2,1,3,858,126,66,0,0,0,0,446261
529,9098,0,348,0,180,528,605,0,0,605,1,0,1,0,2,0,0,0,144,0,0,0,86000
530,32668,NA,1219,0,816,2035,2515,0,0,2515,1,0,3,0,4,484,0,0,200,0,0,0,200624
531,10200,219,783,0,678,1461,1509,0,0,1509,1,0,2,0,3,600,224,0,0,0,0,0,175000
532,6155,0,0,0,611,611,751,611,0,1362,0,0,2,0,3,502,0,0,84,0,0,0,128000
533,7200,0,0,0,0,0,827,0,0,827,0,0,1,0,2,392,0,0,0,0,0,0,107500
534,5000,0,0,0,0,0,334,0,0,334,0,0,1,0,1,0,0,0,0,0,0,0,39300
535,9056,0,0,0,707,707,707,707,0,1414,0,0,2,1,3,403,100,35,0,0,0,0,178000
536,7000,0,969,0,148,1117,820,527,0,1347,1,0,1,0,3,0,85,0,148,0,0,0,107500
537,8924,0,0,0,880,880,880,844,0,1724,0,0,2,1,3,527,120,155,0,0,0,0,188000
538,12735,0,600,0,264,864,864,0,0,864,0,0,1,0,3,576,216,0,0,0,0,0,111250
539,11553,188,673,0,378,1051,1159,0,0,1159,0,0,1,1,3,336,466,0,0,0,0,0,158000
540,11423,479,1358,0,223,1581,1601,0,0,1601,1,0,2,0,3,670,180,0,0,0,0,0,272000
541,14601,584,1260,0,578,1838,1838,0,0,1838,1,0,2,0,2,765,270,68,0,0,0,0,315000
542,11000,72,0,0,969,969,997,1288,0,2285,0,0,2,1,4,648,0,56,0,0,0,0,248000
543,10140,0,144,1127,379,1650,1680,0,0,1680,1,0,2,0,3,583,78,73,0,0,0,0,213250
544,4058,182,584,139,0,723,767,0,0,767,1,0,1,0,1,367,120,40,0,0,0,0,133000
545,17104,0,554,0,100,654,664,832,0,1496,1,0,2,1,3,426,100,24,0,0,0,0,179665
546,13837,178,1002,202,0,1204,1377,806,0,2183,0,0,2,1,4,786,0,0,0,0,0,0,229000
547,8737,0,300,0,765,1065,915,720,0,1635,0,0,1,1,3,440,0,38,0,144,0,0,210000
548,7244,0,619,0,149,768,768,0,0,768,1,0,1,0,2,624,104,0,0,0,0,0,129500
549,8235,0,180,645,0,825,825,0,0,825,1,0,1,0,2,720,140,50,0,0,0,0,125000
550,9375,0,0,0,912,912,912,1182,0,2094,0,0,2,1,4,615,182,182,0,0,0,0,263000
551,4043,0,559,0,510,1069,1069,0,0,1069,0,0,2,0,2,440,0,55,0,0,200,0,140000
552,6000,0,308,0,620,928,928,0,0,928,0,0,1,0,3,288,0,0,0,0,0,0,112500
553,11146,250,0,0,1709,1709,1717,0,0,1717,0,0,2,0,3,908,169,39,0,0,0,0,255500
554,8777,0,0,0,0,0,1126,0,0,1126,0,0,2,0,2,520,0,96,0,0,0,0,108000
555,10625,292,866,0,132,998,1006,1040,0,2046,1,0,2,1,3,871,320,62,0,0,0,0,284000
556,6380,0,0,0,993,993,1048,0,0,1048,0,0,1,0,2,280,0,0,116,0,0,0,113000
557,14850,0,895,0,197,1092,1092,0,0,1092,1,0,1,0,2,299,268,0,0,0,122,0,141000
558,11040,0,637,0,0,637,897,439,0,1336,0,0,1,1,3,570,0,47,120,0,0,0,108000
559,21872,0,604,0,125,729,729,717,0,1446,0,1,2,1,3,406,264,22,0,0,0,0,175000
560,3196,18,0,0,1374,1374,1557,0,0,1557,0,0,2,0,2,420,143,20,0,0,0,0,234000
561,11341,180,1302,0,90,1392,1392,0,0,1392,1,0,1,1,3,528,0,0,0,0,95,0,121500
562,10010,0,1071,123,195,1389,1389,0,0,1389,1,0,1,0,2,418,240,38,0,0,0,0,170000
563,13907,0,290,0,706,996,996,0,0,996,1,0,1,0,3,0,144,0,0,0,0,0,108000
564,21780,0,0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,396,72,36,0,0,144,0,185000
565,13346,0,728,0,367,1095,1166,1129,0,2295,1,0,2,1,4,590,0,40,0,0,0,0,268000
566,6858,0,0,0,806,806,841,806,0,1647,1,0,1,1,4,216,0,66,136,0,0,0,128000
567,11198,245,0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,656,144,39,0,0,0,0,325000
568,10171,168,2,0,1515,1517,1535,0,0,1535,0,0,2,0,3,532,0,0,0,0,0,0,214000
569,12327,0,1441,0,55,1496,1496,636,0,2132,1,0,1,1,1,612,349,40,0,0,0,0,316600
570,7032,0,943,0,0,943,943,0,0,943,1,0,1,0,2,600,42,0,0,0,0,0,135960
571,13101,108,231,0,1497,1728,1728,0,0,1728,0,0,2,0,6,576,0,0,0,0,0,0,142600
572,7332,207,414,0,450,864,864,0,0,864,1,0,1,0,2,288,168,0,0,0,0,0,120000
573,13159,0,0,0,846,846,846,846,0,1692,0,0,2,1,3,650,208,114,0,0,0,0,224500
574,9967,0,0,0,384,384,774,656,0,1430,0,0,2,1,3,400,100,0,0,0,0,0,170000
575,10500,82,349,0,23,372,576,533,0,1109,0,1,1,0,3,288,35,0,0,0,0,0,139000
576,8480,0,442,0,390,832,832,384,0,1216,0,0,1,0,2,336,158,0,102,0,0,0,118500
577,6292,0,0,0,861,861,877,600,0,1477,0,1,2,0,3,216,0,50,0,0,0,0,145000
578,11777,97,328,551,285,1164,1320,0,0,1320,1,0,1,0,3,564,160,68,240,0,0,0,164500
579,3604,0,0,0,689,689,703,689,0,1392,0,0,2,0,2,540,0,102,0,0,0,0,146000
580,12150,335,0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,352,0,0,0,0,0,0,131500
581,14585,85,594,219,331,1144,1429,0,0,1429,0,1,1,0,3,572,216,110,0,0,0,0,181900
582,12704,306,0,0,2042,2042,2042,0,0,2042,0,0,2,1,3,1390,0,90,0,0,0,0,253293
583,11841,104,816,0,0,816,816,0,0,816,1,0,1,0,3,0,0,32,0,0,0,0,118500
584,13500,0,0,0,1237,1237,1521,1254,0,2775,0,0,3,1,3,880,105,502,0,0,0,0,325000
585,6120,0,0,0,884,884,989,584,0,1573,0,0,1,0,3,240,0,0,54,0,120,0,133000
586,11443,208,1460,0,408,1868,2028,0,0,2028,1,0,2,0,2,880,326,66,0,0,0,0,369900
587,10267,0,210,606,0,816,838,0,0,838,1,0,1,0,2,275,0,0,112,0,0,0,130000
588,8740,0,672,0,168,840,860,0,0,860,1,0,1,0,2,528,0,0,0,0,0,0,137000
589,25095,0,1324,0,113,1437,1473,0,0,1473,2,0,1,0,1,452,0,48,0,0,60,0,143000
590,9100,0,0,0,742,742,779,0,156,935,0,0,1,0,2,308,0,0,0,0,0,0,79500
591,8320,0,490,0,280,770,770,812,0,1582,0,0,2,1,3,520,0,45,0,0,0,0,185900
592,13478,420,1338,0,384,1722,1728,568,0,2296,1,0,2,1,3,842,382,274,0,0,0,0,451950
593,6600,0,816,0,0,816,816,0,0,816,1,0,1,0,2,816,0,0,0,0,0,0,138000
594,4435,170,685,0,163,848,848,0,0,848,1,0,1,0,1,420,140,0,0,0,0,0,140000
595,7990,0,0,0,924,924,924,0,0,924,0,0,1,0,3,280,0,0,0,0,0,0,110000
596,11302,238,1422,0,392,1814,1826,0,0,1826,1,0,2,0,3,758,180,75,0,0,120,0,319000
597,3600,0,0,0,684,684,684,684,0,1368,0,0,1,0,3,216,0,158,0,0,0,0,114504
598,3922,72,0,0,1258,1258,1402,0,0,1402,0,2,0,2,2,648,120,16,0,0,0,0,194201
599,12984,459,1283,147,0,1430,1647,0,0,1647,1,0,2,0,3,621,0,0,0,0,0,0,217500
600,1950,0,81,612,23,716,716,840,0,1556,1,0,2,1,3,452,161,0,0,0,0,0,151000
601,10927,280,546,0,512,1058,1058,846,0,1904,1,0,2,1,3,736,179,60,0,0,0,0,275000
602,9000,0,0,0,780,780,780,595,0,1375,0,0,1,1,3,544,0,162,0,0,126,0,141000
603,10041,0,789,0,119,908,927,988,0,1915,1,0,2,1,3,506,120,150,0,0,0,0,220000
604,3182,0,0,0,600,600,600,600,0,1200,0,0,2,1,2,480,0,172,0,0,0,0,151000
605,12803,99,922,0,572,1494,1494,0,0,1494,1,0,2,0,3,530,192,36,0,0,0,0,221000
606,13600,176,454,0,314,768,1186,800,0,1986,0,0,2,1,3,486,0,42,0,0,189,0,205000
607,12464,0,732,0,308,1040,1040,0,0,1040,1,0,1,0,3,576,168,0,0,0,0,0,152000
608,7800,0,603,0,293,896,1112,896,0,2008,1,0,3,0,3,230,103,0,0,0,0,0,225000
609,12168,0,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,380,0,0,0,0,0,0,359100
610,7943,192,903,0,126,1029,1029,0,0,1029,1,0,1,0,3,261,64,0,39,0,0,0,118500
611,11050,204,904,0,536,1440,1476,677,0,2153,1,0,2,1,3,736,253,142,0,0,0,0,313000
612,10395,233,605,0,427,1032,1032,0,0,1032,0,1,2,0,3,564,0,0,0,0,0,0,148000
613,11885,108,990,0,309,1299,1299,573,0,1872,1,0,2,1,3,531,160,122,0,0,0,0,261500
614,8402,0,206,0,914,1120,1120,0,0,1120,0,0,1,0,3,0,0,30,0,0,0,0,147000
615,1491,0,150,480,0,630,630,0,0,630,1,0,1,0,1,0,96,24,0,0,0,0,75500
616,8800,156,763,0,173,936,1054,0,0,1054,1,0,1,0,3,480,120,0,0,0,0,0,137500
617,7861,0,457,0,326,783,807,702,0,1509,1,0,2,1,3,393,100,75,0,0,0,0,183200
618,7227,0,0,0,832,832,832,0,0,832,0,0,1,0,2,528,0,0,0,0,0,0,105500
619,11694,452,48,0,1774,1822,1828,0,0,1828,0,0,2,0,3,774,0,108,0,0,260,0,314813
620,12244,226,871,0,611,1482,1482,780,0,2262,1,0,2,1,4,749,168,0,0,0,0,0,305000
621,8248,0,41,0,823,864,864,0,0,864,1,0,1,0,2,0,0,0,100,0,0,0,67000
622,10800,0,956,182,384,1522,1548,1066,0,2614,0,0,2,1,4,624,38,243,0,0,0,0,240000
623,7064,153,560,0,420,980,980,0,0,980,0,0,1,0,3,484,192,0,0,0,0,0,135000
624,2117,513,420,0,336,756,756,756,0,1512,0,0,2,1,2,440,0,32,0,0,0,0,168500
625,10400,288,247,0,485,732,1012,778,0,1790,1,0,1,2,4,484,148,0,0,0,147,0,165150
626,10000,261,0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,440,0,0,0,0,385,0,160000
627,12342,0,0,0,978,978,1422,0,0,1422,0,0,1,0,3,286,0,0,36,0,0,0,139900
628,9600,164,674,132,350,1156,1520,0,0,1520,1,0,1,0,3,364,0,0,189,0,0,0,153000
629,11606,192,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,504,335,0,0,0,0,0,135000
630,9020,259,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,520,176,0,0,0,0,0,168500
631,9000,0,0,0,636,636,1089,661,0,1750,0,0,1,0,3,240,0,0,293,0,0,0,124000
632,4590,108,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,627,156,73,0,0,0,0,209500
633,11900,209,822,0,564,1386,1411,0,0,1411,0,0,2,0,3,544,192,0,0,0,0,0,82500
634,9250,0,480,468,108,1056,1056,0,0,1056,0,1,1,0,3,260,390,0,0,0,0,0,139400
635,6979,0,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,576,264,56,0,0,0,0,144000
636,10896,0,256,0,1184,1440,1440,1440,515,3395,0,0,2,0,8,0,0,110,0,0,0,0,200000
637,6120,0,0,0,264,264,800,0,0,800,0,0,1,0,1,0,0,0,0,0,0,0,60000
638,6000,0,0,0,811,811,811,576,0,1387,0,0,2,0,3,256,0,0,0,0,0,0,93000
639,8777,0,0,0,796,796,796,0,0,796,0,0,1,0,2,0,328,0,164,0,0,0,85000
640,3982,0,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,648,312,0,0,0,0,0,264561
641,12677,472,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,588,185,140,0,0,0,0,274000
642,7050,0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,650,0,235,0,0,0,0,226000
643,13860,0,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,538,269,111,0,0,0,0,345000
644,10793,263,493,287,0,780,780,840,0,1620,0,0,2,1,4,462,208,0,0,0,0,0,152000
645,9187,162,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,478,195,130,0,0,0,0,370878
646,10530,0,282,35,664,981,981,0,0,981,1,0,1,1,3,576,0,312,40,0,0,0,143250
647,7200,0,0,0,0,0,1048,0,0,1048,0,0,1,0,3,420,0,27,0,0,0,0,98300
648,10452,216,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,495,0,0,0,0,287,0,155000
649,7700,351,0,0,756,756,1051,788,0,1839,0,0,1,1,4,442,0,124,216,0,0,0,155000
650,1936,0,131,499,0,630,630,0,0,630,1,0,1,0,1,0,0,0,0,0,0,0,84500
651,8125,NA,0,0,813,813,822,843,0,1665,0,0,2,1,3,562,0,0,0,0,0,0,205950
652,9084,0,0,0,755,755,755,755,0,1510,1,0,1,0,4,296,120,0,0,0,0,0,108000
653,8750,0,0,0,880,880,909,807,0,1716,0,0,2,1,2,512,0,120,0,0,0,0,191000
654,10320,0,0,0,756,756,756,713,0,1469,0,0,1,0,3,216,57,0,239,0,0,0,135000
655,10437,660,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,839,236,46,0,0,0,0,350000
656,1680,381,0,0,525,525,525,567,0,1092,0,0,1,1,3,264,0,0,0,0,0,0,88000
657,10007,54,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,312,0,0,0,0,0,0,145500
658,7200,0,0,0,776,776,851,651,0,1502,0,0,1,1,3,270,0,0,112,0,0,0,149000
659,17503,0,0,0,912,912,912,546,0,1458,0,1,1,0,3,330,192,0,0,0,0,0,97500
660,9937,0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,480,0,0,0,0,0,0,167000
661,12384,233,0,0,793,793,1142,793,0,1935,0,0,2,1,3,550,0,113,252,0,0,0,197900
662,46589,528,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,711,517,76,0,0,0,0,402000
663,13560,216,0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,576,0,0,240,0,0,0,110000
664,10012,0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,588,0,0,180,0,0,0,137500
665,20896,0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1134,192,267,0,0,0,0,423000
666,11194,40,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,504,188,124,0,0,0,0,230500
667,18450,113,187,723,111,1021,1465,915,0,2380,0,0,2,1,3,596,0,265,0,0,0,0,129000
668,8125,258,1138,0,270,1408,1679,0,0,1679,1,0,2,0,3,575,224,42,0,0,0,0,193500
669,14175,0,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,576,304,0,0,0,0,0,168000
670,11600,0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,252,0,0,67,0,0,0,137500
671,8633,0,193,0,545,738,738,738,0,1476,1,0,2,1,3,540,100,35,0,0,0,0,173500
672,6629,0,551,0,121,672,697,672,0,1369,1,0,2,0,3,300,147,0,0,0,0,0,103600
673,11250,0,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,546,198,42,0,0,0,0,165000
674,14442,106,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,416,0,87,0,0,200,0,257500
675,9200,0,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,384,426,0,0,0,0,0,140000
676,2289,0,311,0,544,855,855,586,0,1441,0,0,2,1,3,440,28,0,0,0,0,0,148500
677,9600,0,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,779,0,0,90,0,0,0,87000
678,9022,0,0,0,768,768,792,0,0,792,0,0,1,0,2,240,316,0,120,0,0,0,109500
679,11844,464,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,834,322,82,0,0,0,0,372500
680,9945,57,827,0,161,988,988,0,0,988,1,0,1,0,3,572,0,0,0,0,0,0,128500
681,8012,0,543,119,261,923,923,0,0,923,0,0,2,0,2,264,80,0,0,0,0,0,143000
682,4500,0,182,0,611,793,848,672,0,1520,0,0,1,0,3,281,0,0,56,0,0,0,159434
683,2887,0,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,431,307,0,0,0,0,0,173000
684,11248,215,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,702,257,45,0,0,0,0,285000
685,16770,30,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,486,0,81,0,0,0,0,221000
686,5062,0,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,577,219,0,0,0,0,0,207500
687,10207,0,0,0,874,874,874,887,0,1761,0,0,3,0,3,578,144,105,0,0,0,0,227875
688,5105,0,239,0,312,551,551,551,0,1102,0,0,2,1,2,480,0,60,0,0,0,0,148800
689,8089,0,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,567,140,0,0,0,0,0,392000
690,7577,256,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,460,192,28,0,0,0,0,194700
691,4426,147,697,0,151,848,848,0,0,848,1,0,1,0,1,420,149,0,0,0,0,0,141000
692,21535,1170,1455,0,989,2444,2444,1872,0,4316,0,1,3,1,4,832,382,50,0,0,0,0,755000
693,26178,293,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,628,320,27,0,0,0,0,335000
694,5400,0,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,326,0,0,112,0,0,0,108480
695,6120,0,0,0,927,927,1067,472,0,1539,0,0,1,1,3,576,112,0,0,0,0,0,141500
696,13811,72,980,40,92,1112,1137,0,0,1137,1,0,2,0,2,551,125,0,0,0,0,0,176000
697,6000,0,616,0,0,616,616,0,0,616,0,0,1,0,2,205,0,0,129,0,0,0,89000
698,6420,0,210,551,219,980,1148,0,0,1148,0,1,1,0,2,308,0,0,0,0,0,0,123500
699,8450,0,553,117,224,894,894,0,0,894,1,0,1,0,3,336,416,144,0,0,0,0,138500
700,4282,0,16,0,1375,1391,1391,0,0,1391,0,0,2,0,2,530,156,158,0,0,0,0,196000
701,14331,630,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,765,270,78,0,0,0,0,312500
702,9600,168,0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,528,0,0,0,0,0,0,140000
703,12438,466,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,666,324,100,0,0,0,0,361919
704,7630,0,0,0,360,360,1032,780,0,1812,0,0,2,0,4,672,344,0,40,0,0,0,140000
705,8400,109,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,606,0,35,0,144,0,0,213000
706,5600,0,0,0,0,0,372,720,0,1092,0,0,2,0,3,0,0,0,0,0,0,0,55000
707,115149,351,1219,0,424,1643,1824,0,0,1824,1,0,2,0,2,739,380,48,0,0,0,0,302000
708,6240,176,863,0,461,1324,1324,0,0,1324,1,0,2,0,2,550,192,38,0,0,0,0,254000
709,9018,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,400,100,24,0,0,0,0,179540
710,7162,41,0,0,876,876,904,0,0,904,0,0,1,0,3,408,0,0,0,0,0,0,109900
711,4130,0,0,0,270,270,729,0,0,729,0,0,1,0,2,0,0,0,0,0,0,0,52000
712,8712,0,0,0,859,859,859,319,0,1178,0,0,1,0,2,384,68,0,98,0,0,0,102776
713,4671,0,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,472,168,120,0,0,0,0,189000
714,9873,160,789,0,171,960,960,0,0,960,1,0,1,0,3,576,0,288,0,0,0,0,129000
715,13517,289,533,0,192,725,725,754,0,1479,0,0,2,1,3,475,0,44,0,0,0,0,130500
716,10140,174,0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,478,0,0,0,0,0,0,165000
717,10800,0,0,0,718,718,1576,978,0,2554,0,0,1,1,3,704,0,48,143,0,0,0,159500
718,10000,0,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,439,224,0,0,0,0,0,157000
719,10542,651,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,983,250,154,216,0,0,0,341000
720,9920,0,523,0,448,971,971,0,0,971,0,0,1,1,3,300,0,0,0,0,0,0,128500
721,6563,0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,564,114,28,234,0,0,0,275000
722,4426,169,662,0,186,848,848,0,0,848,1,0,1,0,1,420,160,0,0,0,0,0,143000
723,8120,0,191,0,673,864,864,0,0,864,0,0,1,0,3,463,0,0,0,0,0,0,124500
724,8172,0,0,0,941,941,997,473,0,1470,0,0,2,0,4,548,0,0,0,0,156,0,135000
725,13286,340,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,768,327,64,0,0,0,0,320000
726,6960,0,375,239,250,864,864,0,0,864,0,0,1,0,3,660,96,0,0,0,0,0,120500
727,21695,260,808,0,72,880,1680,0,0,1680,1,0,2,0,3,540,292,44,0,182,0,0,222000
728,7314,82,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,632,132,0,0,0,0,0,194500
729,11475,95,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,888,0,25,0,0,0,0,110000
730,6240,0,152,0,628,780,848,0,360,1208,0,0,1,0,2,539,0,23,112,0,0,0,103000
731,5389,0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,608,237,152,0,0,0,0,236500
732,9590,442,786,0,82,868,1146,0,0,1146,1,0,2,0,3,438,160,22,0,0,0,0,187500
733,11404,202,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,541,192,84,0,0,0,0,222500
734,10000,0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,264,165,0,0,0,0,0,131400
735,8978,0,0,0,948,948,948,0,0,948,0,0,1,0,3,300,147,0,0,0,0,0,108000
736,10800,0,390,0,490,880,880,888,0,1768,0,0,1,1,2,320,0,341,0,0,0,0,163000
737,8544,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,400,0,0,0,0,0,0,93500
738,10463,0,0,0,893,893,901,900,0,1801,0,0,2,1,3,800,0,116,0,0,0,0,239900
739,10800,0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,0,120,0,0,0,0,0,179000
740,9313,0,0,0,864,864,864,864,0,1728,0,0,2,1,3,572,187,56,0,0,0,0,190000
741,9600,0,0,0,264,264,768,664,0,1432,0,0,2,0,2,360,270,0,112,0,0,0,132000
742,6768,0,832,0,80,912,912,0,0,912,1,1,1,0,3,288,168,0,0,0,0,0,142000
743,8450,108,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,539,120,55,0,0,0,0,179000
744,12886,0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,480,302,0,0,0,100,0,175000
745,5395,0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,462,96,0,70,168,0,0,180000
746,8963,289,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,831,0,204,0,0,0,0,299800
747,8795,0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,554,224,54,0,0,0,0,236000
748,11700,0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,864,181,0,386,0,0,0,265979
749,10593,338,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,527,240,56,154,0,0,0,260400
750,8405,0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,240,92,0,185,0,0,0,98000
751,8800,0,0,0,576,576,792,348,0,1140,0,0,1,0,3,0,0,160,0,0,0,0,96500
752,7750,0,0,0,660,660,660,660,0,1320,0,0,2,1,3,400,0,48,0,0,0,0,162000
753,9236,0,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,576,168,27,0,0,0,0,217000
754,10240,178,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,878,192,52,0,0,0,0,275500
755,7930,0,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,440,171,48,0,0,0,0,156000
756,3230,894,381,0,348,729,742,729,0,1471,0,0,2,1,3,440,0,24,0,0,0,0,172500
757,10769,0,20,0,846,866,866,902,0,1768,0,0,2,1,3,578,144,105,0,0,0,0,212000
758,11616,328,438,0,234,672,672,714,0,1386,0,0,2,1,3,440,335,0,0,0,0,0,158900
759,2280,360,549,0,195,744,757,744,0,1501,0,0,2,1,3,440,0,0,0,0,0,0,179400
760,12257,513,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,752,222,98,0,0,0,0,290000
761,9100,0,612,0,252,864,864,0,0,864,0,0,1,0,2,300,0,0,0,0,0,0,127500
762,6911,0,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,440,0,0,0,0,0,0,100000
763,8640,0,24,0,732,756,764,783,0,1547,0,0,2,1,3,614,169,45,0,0,0,0,215200
764,9430,673,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,856,0,128,0,0,180,0,337000
765,9549,0,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,481,0,30,0,0,216,0,270000
766,14587,284,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,592,0,174,0,0,0,0,264132
767,10421,42,394,0,586,980,980,734,0,1714,0,0,2,1,3,496,228,66,156,0,0,0,196500
768,12508,0,660,0,323,983,983,767,0,1750,1,0,2,0,4,423,245,0,156,0,0,0,160000
769,9100,0,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,484,120,33,0,0,0,0,216837
770,53504,603,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,841,503,36,0,0,210,0,538000
771,7252,0,685,0,173,858,858,0,0,858,1,0,1,0,2,576,120,0,0,0,0,0,134900
772,8877,0,836,0,0,836,1220,0,0,1220,0,0,1,0,2,396,0,0,0,0,0,0,102000
773,7819,0,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,672,144,0,0,0,0,0,107000
774,10150,1,456,0,456,912,912,0,0,912,0,0,1,0,2,275,0,0,0,0,0,0,114500
775,14226,375,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,895,315,45,0,0,0,0,395000
776,4500,320,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,412,0,247,0,0,0,0,162000
777,11210,240,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,865,144,59,0,0,0,0,221500
778,13350,0,762,0,102,864,894,0,0,894,1,0,1,0,3,440,241,0,0,0,0,0,142500
779,8400,320,0,0,0,0,2020,0,0,2020,0,0,2,0,4,630,0,0,0,0,0,0,144000
780,10530,90,975,0,0,975,1004,0,0,1004,1,0,1,0,2,504,0,0,0,0,0,0,135000
781,7875,38,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,402,220,21,0,0,0,0,176000
782,7153,0,387,0,374,761,810,793,0,1603,0,0,2,1,3,484,0,124,0,0,0,0,175900
783,16285,0,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,605,0,33,0,0,0,0,187100
784,9101,104,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,602,303,30,0,0,0,0,165500
785,6300,0,0,0,742,742,742,742,0,1484,0,0,2,0,3,0,0,291,134,0,0,0,128000
786,9790,0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,457,0,0,0,0,197,0,161500
